id,username,created_at,lng,lat,text
1514074276889985025,alpalsosa300,Wed Apr 13 02:53:32 +0000 2022,-106.632718,35.1170025,@Kbot15_ Swapp Carr and Wilson and you guys might have something
1514074277657473024,jaecub88,Wed Apr 13 02:53:32 +0000 2022,-122.4359785,37.7706565,@polomex So handsome woof! 🥵😍
1514074277833814019,JailbotX,Wed Apr 13 02:53:32 +0000 2022,-96.8300925,46.8648825,WILD W #mnwild
1514074278060244994,tylur_delaney,Wed Apr 13 02:53:32 +0000 2022,-92.65935350000001,30.8146225,Ladies them leather pants stick to y’all’s legs?
1514074276835434497,DillonAncheta,Wed Apr 13 02:53:32 +0000 2022,-157.799589,21.3199435,WATCH: Surveillance video catches the moment a suspect allegedly lights an elderly man's shirt on fire before runni… https://t.co/XpwRxQ4sYo
1514074278710460417,J_richtarik,Wed Apr 13 02:53:32 +0000 2022,-97.17896200000001,40.145712,@EPrellwitz @FairburyJeffs That’s awesome!! Do you happen to know How old the JH record was??
1514074278727143430,_tommybrohama,Wed Apr 13 02:53:32 +0000 2022,-73.9685415,40.780709,@TwerBear Thank you Twery. Needed that
1514074279142477827,xlivestocker,Wed Apr 13 02:53:32 +0000 2022,-82.77283,27.904263,@iConsumerShop could use some help
1514074279243042821,FrankfortReport,Wed Apr 13 02:53:32 +0000 2022,-79.2725695,43.629311,@JusticeQueen6 @JShamess @cityoftoronto I can afford a $2mil house.  Is that affordable?
1514074279423340546,Only1Binx,Wed Apr 13 02:53:33 +0000 2022,-111.85839849999999,33.639340000000004,Listen to Hands Up - W/  Pilot Flyin' by Only1Binx on #SoundCloud #onlyfans https://t.co/a41VhvZUaH
1514074280811716611,Ryanthelionkick,Wed Apr 13 02:53:33 +0000 2022,-81.7255035,41.02436,Highly recommended!  China has infiltrated us for years!!  Not sure we can turn around!  Scary https://t.co/TnLc2F8a6A
1514074281793269761,LaptopMechanic,Wed Apr 13 02:53:33 +0000 2022,-78.82221799999999,43.8309855,😂😂😂😂😂😂😂😂😂😂 u wicked
1514074283324194816,shamika_summers,Wed Apr 13 02:53:33 +0000 2022,-76.62048200000001,39.284712999999996,U live u learn!!!
1514074283311468544,kateparsonstv,Wed Apr 13 02:53:33 +0000 2022,-118.4119065,34.0207895,@paulslocum That’s what I’m learning—I haven’t needed one in a while so haven’t kept up. 😬And/or players are on t… https://t.co/Ojw3po4IBe
1514074285068931072,arabdungbeetle,Wed Apr 13 02:53:34 +0000 2022,-97.754724,30.323345500000002,@TylerIAm look at yo boy lol
1514074284834148355,BeeKamens,Wed Apr 13 02:53:34 +0000 2022,-77.0143985,38.898602999999994,Happy Birthday boss. https://t.co/QFLZgzcHaH
1514074286063038469,sc33_eth,Wed Apr 13 02:53:34 +0000 2022,-98.716992,35.3090465,@zonlylooman mazey
1514074286608236546,minnesotaboy99,Wed Apr 13 02:53:34 +0000 2022,-93.1056485,44.9415155,Why doesn't the Target Center have seats directly behind the hoop?
1514074286692175875,TiA2COLD,Wed Apr 13 02:53:34 +0000 2022,-81.705467,41.495939500000006,"Walked outta colinwood tavern with my drank,..fuck it"
1514074287770161159,bertcarolynmck,Wed Apr 13 02:53:35 +0000 2022,-88.8216885,33.456503999999995,"@chadmask_msu Lane looks So Comfortable at the Plate! His stance reminds me (now) of RJ’s !!Tonight, he’s 5-5; stea… https://t.co/ucqgV1PFHM"
1514074288202080266,ChaskaBlake,Wed Apr 13 02:53:35 +0000 2022,-93.434323,44.723144500000004,@poker_2019 @MoonyAlam Can’t make it out… something like: ???“Glen Taylor ___ animals alive?”
1514074290773184517,lindyli,Wed Apr 13 02:53:35 +0000 2022,-75.117998,40.0048655,"This would be downright hilarious if it weren’t so patheticPence kowtows to his wife, Trump, Koch network billion… https://t.co/PdUyXSi6bF"
1514074291029090315,JoeAllenNewman,Wed Apr 13 02:53:35 +0000 2022,-83.641199,32.58263,"@JSG_54 YES, ‘John’ committed #SuicideDue2Pain because his Dr refused to treat his chronic, severe pain adequately… https://t.co/jGDKOKIts5"
1514074291268169728,RAMLCPA,Wed Apr 13 02:53:35 +0000 2022,-77.2369685,38.8051145,@tjzukoski @Shellsyeah81 Another thing is how does Congress know (they don’t) that anything on the @Commanders book… https://t.co/lXknYqkTci
1514074291456913411,shrek4224,Wed Apr 13 02:53:35 +0000 2022,-105.5508905,38.997935999999996,Darvish and KAT sittin in a tree fucking over you and me. 😑
